timestamp,id,success,client_type,target_addr,domain,latency_ms
2025-06-26T22:44:57.79826927Z,648,true,malicioso,dns_udp:53,example.com.,83
2025-06-26T22:44:57.798278456Z,957,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.798284573Z,1503,true,malicioso,dns_udp:53,example.com.,77
2025-06-26T22:44:57.798298567Z,54,true,malicioso,dns_udp:53,example.com.,86
2025-06-26T22:44:57.798310549Z,305,true,malicioso,dns_udp:53,example.com.,75
2025-06-26T22:44:57.798312759Z,227,true,malicioso,dns_udp:53,example.com.,86
2025-06-26T22:44:57.798329828Z,309,true,malicioso,dns_udp:53,example.com.,86
2025-06-26T22:44:57.798342109Z,1046,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.798344129Z,82,true,malicioso,dns_udp:53,example.com.,103
2025-06-26T22:44:57.798373914Z,430,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.798404664Z,1067,true,malicioso,dns_udp:53,example.com.,66
2025-06-26T22:44:57.798436584Z,447,true,malicioso,dns_udp:53,example.com.,74
2025-06-26T22:44:57.79848527Z,805,true,malicioso,dns_udp:53,example.com.,72
2025-06-26T22:44:57.798517897Z,1010,true,malicioso,dns_udp:53,example.com.,71
